,authorYear,study,designType,multiBase,multiProbe,cluster,case,phase,A,B,M,session,outcome,complexityMeasure,singleType,mixedType,generalization,level_AB,level_BM,time_A,time_B,time_M,trend_AB,trend_BM
690,Liu & Xin (2017),8,multiBase,1,0,2,3,B,0,1,0,21,100,mixedType,0,1,0,1,0,16,13,-6,13,0
691,Liu & Xin (2017),8,multiBase,1,0,2,3,B,0,1,0,22,100,mixedType,0,1,0,1,0,17,14,-5,14,0
692,Liu & Xin (2017),8,multiBase,1,0,2,3,B,0,1,0,23,100,mixedType,0,1,0,1,0,18,15,-4,15,0
693,Liu & Xin (2017),8,multiBase,1,0,2,3,B,0,1,0,24,100,mixedType,0,1,0,1,0,19,16,-3,16,0
694,Liu & Xin (2017),8,multiBase,1,0,2,3,M,0,0,1,27,100,mixedType,0,1,0,1,1,22,19,0,19,0
695,Liu & Xin (2017),8,multiBase,1,0,2,3,M,0,0,1,28,100,mixedType,0,1,0,1,1,23,20,1,20,1
696,Liu & Xin (2017),8,multiBase,1,0,2,3,M,0,0,1,29,100,mixedType,0,1,0,1,1,24,21,2,21,2
697,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,A,1,0,0,1,3,singleType,1,0,0,0,0,0,-14,0,0,0
698,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,A,1,0,0,4,3,singleType,1,0,0,0,0,3,-11,0,0,0
699,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,A,1,0,0,7,61,singleType,1,0,0,0,0,6,-8,0,0,0
700,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,A,1,0,0,11,3,singleType,1,0,0,0,0,10,-4,0,0,0
701,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,B,0,1,0,15,99,singleType,1,0,0,1,0,14,0,0,0,0
702,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,B,0,1,0,23,98,singleType,1,0,0,1,0,22,8,0,8,0
703,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,B,0,1,0,26,89,singleType,1,0,0,1,0,25,11,0,11,0
704,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,B,0,1,0,33,100,singleType,1,0,0,1,0,32,18,0,18,0
705,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,B,0,1,0,38,100,singleType,1,0,0,1,0,37,23,0,23,0
706,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,B,0,1,0,46,91,singleType,1,0,0,1,0,45,31,0,31,0
707,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,B,0,1,0,54,83,generalization,0,0,1,1,0,53,39,0,39,0
708,Maccini & Hughes (2000),9,multiProbe,0,1,1,1,B,0,1,0,62,50,generalization,0,0,1,1,0,61,47,0,47,0
709,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,A,1,0,0,1,73,singleType,1,0,0,0,0,0,-39,0,0,0
710,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,A,1,0,0,4,73,singleType,1,0,0,0,0,3,-36,0,0,0
711,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,A,1,0,0,7,14,singleType,1,0,0,0,0,6,-33,0,0,0
712,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,A,1,0,0,9,100,singleType,1,0,0,0,0,8,-31,0,0,0
713,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,A,1,0,0,14,49,singleType,1,0,0,0,0,13,-26,0,0,0
714,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,B,0,1,0,40,91,singleType,1,0,0,1,0,39,0,0,0,0
715,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,B,0,1,0,53,100,singleType,1,0,0,1,0,52,13,0,13,0
716,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,B,0,1,0,57,82,singleType,1,0,0,1,0,56,17,0,17,0
717,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,B,0,1,0,64,83,singleType,1,0,0,1,0,63,24,0,24,0
718,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,B,0,1,0,67,91,singleType,1,0,0,1,0,66,27,0,27,0
719,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,B,0,1,0,73,100,singleType,1,0,0,1,0,72,33,0,33,0
720,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,B,0,1,0,80,61,generalization,0,0,1,1,0,79,40,0,40,0
721,Maccini & Hughes (2000),9,multiProbe,0,1,1,2,B,0,1,0,87,39,generalization,0,0,1,1,0,86,47,0,47,0
722,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,A,1,0,0,1,50,singleType,1,0,0,0,0,0,-86,0,0,0
723,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,A,1,0,0,4,75,singleType,1,0,0,0,0,3,-83,0,0,0
724,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,A,1,0,0,8,18,singleType,1,0,0,0,0,7,-79,0,0,0
725,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,A,1,0,0,13,18,singleType,1,0,0,0,0,12,-74,0,0,0
726,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,A,1,0,0,17,20,singleType,1,0,0,0,0,16,-70,0,0,0
727,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,B,0,1,0,87,98,singleType,1,0,0,1,0,86,0,0,0,0
728,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,B,0,1,0,98,98,singleType,1,0,0,1,0,97,11,0,11,0
729,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,B,0,1,0,102,90,singleType,1,0,0,1,0,101,15,0,15,0
730,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,B,0,1,0,109,82,singleType,1,0,0,1,0,108,22,0,22,0
731,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,B,0,1,0,113,81,singleType,1,0,0,1,0,112,26,0,26,0
732,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,B,0,1,0,119,100,singleType,1,0,0,1,0,118,32,0,32,0
733,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,B,0,1,0,123,60,generalization,0,0,1,1,0,122,36,0,36,0
734,Maccini & Hughes (2000),9,multiProbe,0,1,1,3,B,0,1,0,129,65,generalization,0,0,1,1,0,128,42,0,42,0
735,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,A,1,0,0,1,11,singleType,1,0,0,0,0,0,-14,0,0,0
736,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,A,1,0,0,5,20,singleType,1,0,0,0,0,4,-10,0,0,0
737,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,A,1,0,0,9,36,singleType,1,0,0,0,0,8,-6,0,0,0
738,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,A,1,0,0,12,21,singleType,1,0,0,0,0,11,-3,0,0,0
739,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,B,0,1,0,15,82,singleType,1,0,0,1,0,14,0,0,0,0
740,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,B,0,1,0,22,100,singleType,1,0,0,1,0,21,7,0,7,0
741,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,B,0,1,0,26,99,singleType,1,0,0,1,0,25,11,0,11,0
742,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,B,0,1,0,34,99,singleType,1,0,0,1,0,33,19,0,19,0
743,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,B,0,1,0,37,98,singleType,1,0,0,1,0,36,22,0,22,0
744,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,B,0,1,0,46,98,singleType,1,0,0,1,0,45,31,0,31,0
745,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,B,0,1,0,53,47,generalization,0,0,1,1,0,52,38,0,38,0
746,Maccini & Hughes (2000),9,multiProbe,0,1,1,4,B,0,1,0,61,21,generalization,0,0,1,1,0,60,46,0,46,0
747,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,A,1,0,0,1,51,singleType,1,0,0,0,0,0,-41,0,0,0
748,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,A,1,0,0,4,4,singleType,1,0,0,0,0,3,-38,0,0,0
749,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,A,1,0,0,7,4,singleType,1,0,0,0,0,6,-35,0,0,0
750,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,A,1,0,0,10,3,singleType,1,0,0,0,0,9,-32,0,0,0
751,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,A,1,0,0,14,3,singleType,1,0,0,0,0,13,-28,0,0,0
752,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,B,0,1,0,42,91,singleType,1,0,0,1,0,41,0,0,0,0
753,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,B,0,1,0,53,82,singleType,1,0,0,1,0,52,11,0,11,0
754,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,B,0,1,0,57,100,singleType,1,0,0,1,0,56,15,0,15,0
755,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,B,0,1,0,64,100,singleType,1,0,0,1,0,63,22,0,22,0
756,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,B,0,1,0,68,91,singleType,1,0,0,1,0,67,26,0,26,0
757,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,B,0,1,0,75,100,singleType,1,0,0,1,0,74,33,0,33,0
758,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,B,0,1,0,81,70,generalization,0,0,1,1,0,80,39,0,39,0
759,Maccini & Hughes (2000),9,multiProbe,0,1,1,5,B,0,1,0,88,50,generalization,0,0,1,1,0,87,46,0,46,0
760,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,A,1,0,0,1,29,singleType,1,0,0,0,0,0,-86,0,0,0
761,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,A,1,0,0,4,49,singleType,1,0,0,0,0,3,-83,0,0,0
762,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,A,1,0,0,7,56,singleType,1,0,0,0,0,6,-80,0,0,0
763,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,A,1,0,0,13,57,singleType,1,0,0,0,0,12,-74,0,0,0
764,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,A,1,0,0,19,57,singleType,1,0,0,0,0,18,-68,0,0,0
765,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,B,0,1,0,87,92,singleType,1,0,0,1,0,86,0,0,0,0
766,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,B,0,1,0,98,99,singleType,1,0,0,1,0,97,11,0,11,0
767,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,B,0,1,0,103,83,singleType,1,0,0,1,0,102,16,0,16,0
768,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,B,0,1,0,109,88,singleType,1,0,0,1,0,108,22,0,22,0
769,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,B,0,1,0,112,100,singleType,1,0,0,1,0,111,25,0,25,0
770,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,B,0,1,0,119,100,singleType,1,0,0,1,0,118,32,0,32,0
771,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,B,0,1,0,124,82,generalization,0,0,1,1,0,123,37,0,37,0
772,Maccini & Hughes (2000),9,multiProbe,0,1,1,6,B,0,1,0,129,95,generalization,0,0,1,1,0,128,42,0,42,0
773,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,A,1,0,0,1,31,singleType,1,0,0,0,0,0,-14,0,0,0
774,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,A,1,0,0,4,54,singleType,1,0,0,0,0,3,-11,0,0,0
775,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,A,1,0,0,7,56,singleType,1,0,0,0,0,6,-8,0,0,0
776,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,A,1,0,0,11,57,singleType,1,0,0,0,0,10,-4,0,0,0
777,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,B,0,1,0,15,96,singleType,1,0,0,1,0,14,0,0,0,0
778,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,B,0,1,0,23,97,singleType,1,0,0,1,0,22,8,0,8,0
779,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,B,0,1,0,26,97,singleType,1,0,0,1,0,25,11,0,11,0
780,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,B,0,1,0,33,96,singleType,1,0,0,1,0,32,18,0,18,0
781,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,B,0,1,0,38,95,singleType,1,0,0,1,0,37,23,0,23,0
782,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,B,0,1,0,46,87,singleType,1,0,0,1,0,45,31,0,31,0
783,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,B,0,1,0,54,89,generalization,0,0,1,1,0,53,39,0,39,0
784,Maccini & Hughes (2000),9,multiProbe,0,1,2,1,B,0,1,0,62,56,generalization,0,0,1,1,0,61,47,0,47,0
785,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,A,1,0,0,1,65,singleType,1,0,0,0,0,0,-39,0,0,0
786,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,A,1,0,0,4,66,singleType,1,0,0,0,0,3,-36,0,0,0
787,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,A,1,0,0,7,35,singleType,1,0,0,0,0,6,-33,0,0,0
788,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,A,1,0,0,9,100,singleType,1,0,0,0,0,8,-31,0,0,0
789,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,A,1,0,0,14,58,singleType,1,0,0,0,0,13,-26,0,0,0
790,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,B,0,1,0,40,87,singleType,1,0,0,1,0,39,0,0,0,0
791,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,B,0,1,0,53,97,singleType,1,0,0,1,0,52,13,0,13,0
792,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,B,0,1,0,57,93,singleType,1,0,0,1,0,56,17,0,17,0
793,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,B,0,1,0,64,98,singleType,1,0,0,1,0,63,24,0,24,0
794,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,B,0,1,0,67,86,singleType,1,0,0,1,0,66,27,0,27,0
795,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,B,0,1,0,73,99,singleType,1,0,0,1,0,72,33,0,33,0
796,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,B,0,1,0,80,70,generalization,0,0,1,1,0,79,40,0,40,0
797,Maccini & Hughes (2000),9,multiProbe,0,1,2,2,B,0,1,0,87,49,generalization,0,0,1,1,0,86,47,0,47,0
798,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,A,1,0,0,1,24,singleType,1,0,0,0,0,0,-86,0,0,0
799,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,A,1,0,0,4,25,singleType,1,0,0,0,0,3,-83,0,0,0
800,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,A,1,0,0,8,50,singleType,1,0,0,0,0,7,-79,0,0,0
801,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,A,1,0,0,13,100,singleType,1,0,0,0,0,12,-74,0,0,0
802,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,A,1,0,0,17,100,singleType,1,0,0,0,0,16,-70,0,0,0
803,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,B,0,1,0,87,92,singleType,1,0,0,1,0,86,0,0,0,0
804,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,B,0,1,0,98,96,singleType,1,0,0,1,0,97,11,0,11,0
805,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,B,0,1,0,102,96,singleType,1,0,0,1,0,101,15,0,15,0
806,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,B,0,1,0,109,87,singleType,1,0,0,1,0,108,22,0,22,0
807,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,B,0,1,0,113,88,singleType,1,0,0,1,0,112,26,0,26,0
808,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,B,0,1,0,119,98,singleType,1,0,0,1,0,118,32,0,32,0
809,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,B,0,1,0,123,71,generalization,0,0,1,1,0,122,36,0,36,0
810,Maccini & Hughes (2000),9,multiProbe,0,1,2,3,B,0,1,0,129,62,generalization,0,0,1,1,0,128,42,0,42,0
811,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,A,1,0,0,1,85,singleType,1,0,0,0,0,0,-14,0,0,0
812,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,A,1,0,0,5,14,singleType,1,0,0,0,0,4,-10,0,0,0
813,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,A,1,0,0,9,27,singleType,1,0,0,0,0,8,-6,0,0,0
814,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,A,1,0,0,12,12,singleType,1,0,0,0,0,11,-3,0,0,0
815,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,B,0,1,0,15,88,singleType,1,0,0,1,0,14,0,0,0,0
816,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,B,0,1,0,22,93,singleType,1,0,0,1,0,21,7,0,7,0
817,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,B,0,1,0,26,96,singleType,1,0,0,1,0,25,11,0,11,0
818,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,B,0,1,0,34,96,singleType,1,0,0,1,0,33,19,0,19,0
819,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,B,0,1,0,37,92,singleType,1,0,0,1,0,36,22,0,22,0
820,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,B,0,1,0,46,92,singleType,1,0,0,1,0,45,31,0,31,0
821,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,B,0,1,0,53,73,generalization,0,0,1,1,0,52,38,0,38,0
822,Maccini & Hughes (2000),9,multiProbe,0,1,2,4,B,0,1,0,61,40,generalization,0,0,1,1,0,60,46,0,46,0
823,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,A,1,0,0,1,57,singleType,1,0,0,0,0,0,-41,0,0,0
824,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,A,1,0,0,4,56,singleType,1,0,0,0,0,3,-38,0,0,0
825,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,A,1,0,0,7,68,singleType,1,0,0,0,0,6,-35,0,0,0
826,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,A,1,0,0,10,52,singleType,1,0,0,0,0,9,-32,0,0,0
827,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,A,1,0,0,14,62,singleType,1,0,0,0,0,13,-28,0,0,0
828,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,B,0,1,0,42,87,singleType,1,0,0,1,0,41,0,0,0,0
829,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,B,0,1,0,53,87,singleType,1,0,0,1,0,52,11,0,11,0
830,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,B,0,1,0,57,99,singleType,1,0,0,1,0,56,15,0,15,0
831,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,B,0,1,0,64,98,singleType,1,0,0,1,0,63,22,0,22,0
832,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,B,0,1,0,68,95,singleType,1,0,0,1,0,67,26,0,26,0
833,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,B,0,1,0,75,100,singleType,1,0,0,1,0,74,33,0,33,0
834,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,B,0,1,0,81,77,generalization,0,0,1,1,0,80,39,0,39,0
835,Maccini & Hughes (2000),9,multiProbe,0,1,2,5,B,0,1,0,88,74,generalization,0,0,1,1,0,87,46,0,46,0
836,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,A,1,0,0,1,23,singleType,1,0,0,0,0,0,-86,0,0,0
837,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,A,1,0,0,4,56,singleType,1,0,0,0,0,3,-83,0,0,0
838,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,A,1,0,0,7,77,singleType,1,0,0,0,0,6,-80,0,0,0
839,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,A,1,0,0,13,67,singleType,1,0,0,0,0,12,-74,0,0,0
840,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,A,1,0,0,19,96,singleType,1,0,0,0,0,18,-68,0,0,0
841,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,B,0,1,0,87,89,singleType,1,0,0,1,0,86,0,0,0,0
842,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,B,0,1,0,98,92,singleType,1,0,0,1,0,97,11,0,11,0
843,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,B,0,1,0,103,92,singleType,1,0,0,1,0,102,16,0,16,0
844,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,B,0,1,0,109,82,singleType,1,0,0,1,0,108,22,0,22,0
845,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,B,0,1,0,112,96,singleType,1,0,0,1,0,111,25,0,25,0
846,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,B,0,1,0,119,93,singleType,1,0,0,1,0,118,32,0,32,0
847,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,B,0,1,0,124,64,generalization,0,0,1,1,0,123,37,0,37,0
848,Maccini & Hughes (2000),9,multiProbe,0,1,2,6,B,0,1,0,129,91,generalization,0,0,1,1,0,128,42,0,42,0
849,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,A,1,0,0,1,1,singleType,1,0,0,0,0,0,-14,0,0,0
850,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,A,1,0,0,4,1,singleType,1,0,0,0,0,3,-11,0,0,0
851,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,A,1,0,0,7,23,singleType,1,0,0,0,0,6,-8,0,0,0
852,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,A,1,0,0,11,1,singleType,1,0,0,0,0,10,-4,0,0,0
853,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,B,0,1,0,15,100,singleType,1,0,0,1,0,14,0,0,0,0
854,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,B,0,1,0,23,92,singleType,1,0,0,1,0,22,8,0,8,0
855,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,B,0,1,0,27,92,singleType,1,0,0,1,0,26,12,0,12,0
856,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,B,0,1,0,34,99,singleType,1,0,0,1,0,33,19,0,19,0
857,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,B,0,1,0,38,100,singleType,1,0,0,1,0,37,23,0,23,0
858,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,B,0,1,0,46,94,singleType,1,0,0,1,0,45,31,0,31,0
859,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,B,0,1,0,53,65,generalization,0,0,1,1,0,52,38,0,38,0
860,Maccini & Hughes (2000),9,multiProbe,0,1,3,1,B,0,1,0,62,56,generalization,0,0,1,1,0,61,47,0,47,0
861,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,A,1,0,0,1,6,singleType,1,0,0,0,0,0,-41,0,0,0
862,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,A,1,0,0,4,60,singleType,1,0,0,0,0,3,-38,0,0,0
863,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,A,1,0,0,8,98,singleType,1,0,0,0,0,7,-34,0,0,0
864,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,A,1,0,0,12,25,singleType,1,0,0,0,0,11,-30,0,0,0
865,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,A,1,0,0,14,12,singleType,1,0,0,0,0,13,-28,0,0,0
866,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,B,0,1,0,42,97,singleType,1,0,0,1,0,41,0,0,0,0
867,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,B,0,1,0,54,81,singleType,1,0,0,1,0,53,12,0,12,0
868,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,B,0,1,0,58,81,singleType,1,0,0,1,0,57,16,0,16,0
869,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,B,0,1,0,65,81,singleType,1,0,0,1,0,64,23,0,23,0
870,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,B,0,1,0,68,100,singleType,1,0,0,1,0,67,26,0,26,0
871,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,B,0,1,0,75,96,singleType,1,0,0,1,0,74,33,0,33,0
872,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,B,0,1,0,80,44,generalization,0,0,1,1,0,79,38,0,38,0
873,Maccini & Hughes (2000),9,multiProbe,0,1,3,2,B,0,1,0,88,30,generalization,0,0,1,1,0,87,46,0,46,0
874,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,A,1,0,0,1,24,singleType,1,0,0,0,0,0,-86,0,0,0
875,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,A,1,0,0,4,76,singleType,1,0,0,0,0,3,-83,0,0,0
876,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,A,1,0,0,7,35,singleType,1,0,0,0,0,6,-80,0,0,0
877,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,A,1,0,0,14,51,singleType,1,0,0,0,0,13,-73,0,0,0
878,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,A,1,0,0,17,34,singleType,1,0,0,0,0,16,-70,0,0,0
879,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,B,0,1,0,87,92,singleType,1,0,0,1,0,86,0,0,0,0
880,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,B,0,1,0,98,91,singleType,1,0,0,1,0,97,11,0,11,0
881,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,B,0,1,0,102,83,singleType,1,0,0,1,0,101,15,0,15,0
882,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,B,0,1,0,108,94,singleType,1,0,0,1,0,107,21,0,21,0
883,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,B,0,1,0,112,92,singleType,1,0,0,1,0,111,25,0,25,0
884,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,B,0,1,0,118,84,singleType,1,0,0,1,0,117,31,0,31,0
885,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,B,0,1,0,123,75,generalization,0,0,1,1,0,122,36,0,36,0
886,Maccini & Hughes (2000),9,multiProbe,0,1,3,3,B,0,1,0,130,54,generalization,0,0,1,1,0,129,43,0,43,0
887,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,A,1,0,0,2,10,singleType,1,0,0,0,0,0,-13,0,0,0
888,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,A,1,0,0,5,35,singleType,1,0,0,0,0,3,-10,0,0,0
889,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,A,1,0,0,8,36,singleType,1,0,0,0,0,6,-7,0,0,0
890,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,A,1,0,0,12,20,singleType,1,0,0,0,0,10,-3,0,0,0
891,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,B,0,1,0,15,99,singleType,1,0,0,1,0,13,0,0,0,0
892,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,B,0,1,0,23,90,singleType,1,0,0,1,0,21,8,0,8,0
893,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,B,0,1,0,26,92,singleType,1,0,0,1,0,24,11,0,11,0
894,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,B,0,1,0,34,91,singleType,1,0,0,1,0,32,19,0,19,0
895,Maccini & Hughes (2000),9,multiProbe,0,1,3,4,B,0,1,0,38,99,singleType,1,0,0,1,0,36,23,0,23,0
